ngrama,frecuencia,frecuencia_relativa
pruebas evaluación independiente,1,0.0012
evaluación independiente supervisión,1,0.0012
independiente supervisión humana,1,0.0012
supervisión humana ayudar,1,0.0012
humana ayudar reducir,1,0.0012
ayudar reducir daños,1,0.0012
reducir daños importante,1,0.0012
daños importante personas,1,0.0012
importante personas sepan,1,0.0012
personas sepan cuándo,1,0.0012
sepan cuándo interactúan,1,0.0012
cuándo interactúan sistema,1,0.0012
interactúan sistema automatizado,1,0.0012
sistema automatizado conozcan,1,0.0012
automatizado conozcan limitaciones,1,0.0012
conozcan limitaciones cooperación,1,0.0012
limitaciones cooperación internacional,1,0.0012
cooperación internacional contribuir,1,0.0012
internacional contribuir desarrollar,1,0.0012
contribuir desarrollar principios,1,0.0012
desarrollar principios comunes,1,0.0012
principios comunes seguridad,1,0.0012
comunes seguridad responsabilidad,1,0.0012
seguridad responsabilidad riesgos,1,0.0012
responsabilidad riesgos tecnológicos,1,0.0012
riesgos tecnológicos afectar,1,0.0012
tecnológicos afectar personas,1,0.0012
afectar personas organizaciones,1,0.0012
personas organizaciones diferentes,1,0.0012
organizaciones diferentes países,1,0.0012
diferentes países compartir,1,0.0012
países compartir experiencias,1,0.0012
compartir experiencias buenas,1,0.0012
experiencias buenas prácticas,1,0.0012
buenas prácticas mejorar,1,0.0012
prácticas mejorar capacidad,1,0.0012
mejorar capacidad prevención,1,0.0012
capacidad prevención objetivo,1,0.0012
prevención objetivo eliminar,1,0.0012
objetivo eliminar toda,1,0.0012
eliminar toda posibilidad,1,0.0012
toda posibilidad riesgo,1,0.0012
posibilidad riesgo identificarla,1,0.0012
riesgo identificarla evaluarla,1,0.0012
identificarla evaluarla reducirla,1,0.0012
evaluarla reducirla inteligencia,1,0.0012
reducirla inteligencia artificial,1,0.0012
inteligencia artificial segura,1,0.0012
artificial segura necesita,1,0.0012
segura necesita investigación,1,0.0012
necesita investigación normas,1,0.0012
investigación normas supervisión,1,0.0012
normas supervisión participación,1,0.0012
supervisión participación personas,1,0.0012
participación personas confianza,1,0.0012
personas confianza tecnologías,1,0.0012
confianza tecnologías depende,1,0.0012
tecnologías depende beneficios,1,0.0012
depende beneficios sean,1,0.0012
beneficios sean acompañados,1,0.0012
sean acompañados mecanismos,1,0.0012
acompañados mecanismos adecuados,1,0.0012
mecanismos adecuados responsabilidad,1,0.0012
adecuados responsabilidad seguridad,1,0.0012
